Iteration,Inlet Monitor Point Temperature (°C),Outlet Monitor Point Temperature (°C),TPU Monitor Point Temperature (°C),VRM 1 Monitor Point Temperature (°C),VRM 2 Monitor Point Temperature (°C),VRM 3 Monitor Point Temperature (°C),VRM 4 Monitor Point Temperature (°C),HBM 1 Monitor Point Temperature (°C),HBM 2 Monitor Point Temperature (°C),HBM 3 Monitor Point Temperature (°C),HBM 4 Monitor Point Temperature (°C),HBM 5 Monitor Point Temperature (°C),HBM 6 Monitor Point Temperature (°C),HBM 7 Monitor Point Temperature (°C),HBM 8 Monitor Point Temperature (°C),Inlet Monitor Point Pressure (N/m2),Outlet Monitor Point Pressure (N/m2)
478,35.0,48.499700238957516,173.17507361671917,305.3540763354022,299.7968932070485,299.7023870185684,296.77503434976006,148.83603693949703,148.340257334164,154.40711342321316,154.35759970067775,150.90684468887375,150.00672591929117,158.66827355889396,158.97950654660502,34991.53912893973,11991.539128939732
479,35.0,48.50804635799031,173.1743950099092,305.3522565206549,299.80613751083064,299.71489533095365,296.76961607395805,148.82681490163148,148.33953620482185,154.41486887402579,154.34546472211542,150.9042583148548,150.0087864598538,158.6570241253533,158.9801915835379,35000.37670297663,12000.376702976631
480,35.0,48.50551745411059,173.16745540613087,305.3508099818929,299.80985546331465,299.71316545616895,296.7846387895533,148.8302074610458,148.33719066334336,154.4237584425134,154.34524651606162,150.90505311788706,150.0133552678686,158.6629269404127,158.97718635900605,34996.13620199091,11996.136201990905
481,35.0,48.50071585751015,173.1684250342711,305.36222657302267,299.80694602031076,299.71520746696785,296.7714654616304,148.82560287994937,148.34319026321717,154.42284660989452,154.35481242925368,150.89942936268972,150.01258536537324,158.66222935195808,158.96699637906718,35001.550858976625,12001.550858976627
482,35.0,48.50356825217428,173.17636864459578,305.347622888223,299.79787571865967,299.71148968675186,296.78270695683915,148.82485823006894,148.33826243688122,154.40630125176807,154.36346064322225,150.89906280787372,150.01677504276944,158.6607664220129,158.96767016086469,35009.18866681667,12009.188666816668
483,35.0,48.49051195383211,173.1704593727729,305.35228933957217,299.7936913041588,299.70857810808167,296.77359208414447,148.8268414080459,148.35263379590276,154.40482133665733,154.35711773224403,150.8999801483779,150.01564216158576,158.6678116561364,158.98090462166334,35002.91140488912,12002.91140488912
484,35.0,48.503161821837,173.16175337294248,305.36105188854253,299.7920309277283,299.6995119023285,296.77547072377524,148.83828896446062,148.34765388613397,154.4083405996218,154.35336265639785,150.91277691160312,150.01249550750887,158.65552378471952,158.96469130221328,34990.70724871511,11990.707248715109
485,35.0,48.507257368669066,173.16640607911478,305.35497792888367,299.8013609142651,299.70204385412745,296.77446684666575,148.82493257709348,148.34528994228094,154.4153015469237,154.34587415137258,150.9119560722263,150.01435617306106,158.66556602210264,158.97418365142263,34998.60804879016,11998.608048790162
486,35.0,48.50010511168595,173.17253091185694,305.34662060487955,299.7996524867995,299.70854259125394,296.77795986212715,148.83867000194763,148.33686573944726,154.4155185362804,154.3551640459353,150.90571211061098,150.00498631047589,158.6649019865316,158.97721910176006,35000.200337046364,12000.200337046364
487,35.0,48.49716862803898,173.17136935942287,305.35094503086646,299.79514586938944,299.6985348773152,296.7884149194604,148.82159849947837,148.3495014241136,154.41025896134005,154.35410258351268,150.91449180751502,150.00544808758522,158.65939951547904,158.9732720302674,35000.72354989407,12000.72354989407
488,35.0,48.49306099221709,173.16956851391416,305.35064475773663,299.79883261970565,299.70637210485444,296.78554121839574,148.83406669378175,148.34721141997073,154.40538102915573,154.35831354683438,150.898045175962,150.00582554705707,158.6597587899126,158.98381429342618,35003.62785021208,12003.627850212077
489,35.0,48.49927841568461,173.1668758997768,305.3491427738191,299.7938017754055,299.7157891930721,296.77846916365286,148.82712138295895,148.3506584937353,154.41063261902744,154.35262102202122,150.90206562762242,150.00121748535216,158.6646741706435,158.97619251736876,34995.55192195463,11995.551921954635
490,35.0,48.49739275015396,173.16041310281483,305.35588030778985,299.8022632528105,299.7130490870776,296.76997889223645,148.8371351135831,148.34955613863366,154.42312009165246,154.36042692821954,150.8993047109308,149.99814583728065,158.66350347076394,158.9760115317816,34992.577211309326,11992.577211309326
491,35.0,48.50609326386523,173.16320588410957,305.3579873030803,299.7967784205509,299.6992472459191,296.77826058623606,148.829412826029,148.3447536495649,154.40445507723314,154.36306253654965,150.8963876751556,150.00255064976406,158.6702784265605,158.97814466196849,34997.85351353094,11997.853513530941
492,35.0,48.503052153799395,173.17157346642364,305.348065916212,299.80960706815307,299.7043264930961,296.77432156809215,148.82261042720057,148.3449596552838,154.41657269912687,154.35518979598967,150.9078280871125,150.01633836441712,158.67069022932395,158.97402109155814,35009.12811445592,12009.12811445592
493,35.0,48.4949432628137,173.17645368267222,305.35140436703017,299.8090793360038,299.70802017182564,296.78597377124305,148.8249125003553,148.34603563586185,154.42126458141925,154.36076695382687,150.89972238815966,150.00194403929393,158.66480203004025,158.96825277366423,34993.742617835014,11993.742617835016
494,35.0,48.49768894200356,173.16684462599974,305.3551995387804,299.79196883598644,299.7032244933077,296.78567522406865,148.82453304982465,148.346678238945,154.4162604939829,154.3474035012047,150.91509721692887,150.00604252740595,158.65681813534414,158.97741455161315,35008.07967909856,12008.079679098564
495,35.0,48.49949392588415,173.17495756737588,305.3460659159753,299.8006558555436,299.7001907489961,296.77802231100713,148.8239171748411,148.33746638715613,154.4212865401272,154.3554704434512,150.90809265564755,150.01175035981612,158.6584106709957,158.98186506833932,35000.87611900154,12000.876119001547
496,35.0,48.49223737050749,173.16791623375065,305.36491032085434,299.8027199403382,299.701008966911,296.7745633067394,148.8263161245363,148.35363500143595,154.40424528390025,154.34489895547674,150.9007267278972,150.00307938474785,158.66953010439028,158.96998467211677,34999.138228432916,11999.138228432916
497,35.0,48.49782666813477,173.17500619933028,305.34774008665397,299.8063011856248,299.7088475938649,296.779464461863,148.8317923092835,148.34010916507714,154.4122131366454,154.3466039764515,150.90725261239115,150.0129121780377,158.6671142539855,158.96508515777725,35007.640828204596,12007.640828204598
498,35.0,48.508101069065276,173.16714752512388,305.35463777314203,299.79822152359367,299.71686993535513,296.77969909372416,148.82915918762464,148.34798269999536,154.420573743298,154.35358540631796,150.91271563475266,150.00614315649327,158.66075119793075,158.96816161739503,34999.17207923537,11999.172079235372
499,35.0,48.49632006438217,173.17601034406826,305.35355101924193,299.8084076882293,299.7048970158831,296.77224300511483,148.83329073126106,148.35329946700452,154.41120057162595,154.34920486627712,150.9156040078654,150.0134250969484,158.66676661562605,158.96490255882597,35004.48335273223,12004.483352732232
500,35.0,48.49310003253142,173.17251992675548,305.35566604916846,299.8045966317915,299.71632649869423,296.7702486510671,148.8211261708453,148.34665118857842,154.42139083861395,154.35655505161498,150.89985413768258,150.01439139406864,158.66458225365182,158.96614602785343,34997.98050643406,11997.980506434062
501,35.0,48.502824296233314,173.1622515731617,305.3533797985883,299.8067017067126,299.7137269978235,296.7875367765354,148.83105520120594,148.33630247802222,154.42078143402298,154.34947243871397,150.90394221845474,150.01599777878374,158.67066108436484,158.97487275592204,35008.08088785802,12008.08088785802
502,35.0,48.50706282998459,173.1726626236822,305.3497833794185,299.8021025750229,299.71207123569565,296.7797243176173,148.81922180176153,148.3411920196716,154.41345530963324,154.3475673161342,150.9046673626905,150.01143949674554,158.65608244595506,158.9753987028967,35003.80050040383,12003.800500403824
503,35.0,48.50104734460037,173.16158804869755,305.35256529238177,299.8082485419555,299.7025165979417,296.781699603992,148.83616806340655,148.3529586684375,154.41281358425888,154.34428719781891,150.90599860325284,150.00966607220647,158.66795175645004,158.9725939255438,35003.99244108501,12003.99244108501
504,35.0,48.507080665963336,173.1760064110387,305.3601559689186,299.8065416771058,299.7142515153586,296.7887287780958,148.82393602346963,148.34220469742772,154.40581427254259,154.35351088145748,150.9122935835442,150.00917950561995,158.65311819763988,158.97784126836763,34996.554408031145,11996.554408031143
505,35.0,48.494300077347965,173.16642729080888,305.35911204653087,299.79460627678833,299.69944123691863,296.7779874811527,148.8298885756951,148.34072778263402,154.41075658437254,154.3630961491202,150.90235936456116,150.00836656256638,158.6686420944296,158.9682854280696,35005.135572854735,12005.135572854737
506,35.0,48.50909861283951,173.16330981600362,305.3478392340053,299.80139359618227,299.7097096845215,296.7874774079987,148.8339623572542,148.3447063337769,154.41924971574076,154.35472217827655,150.91407959572135,150.0049846584239,158.65686808862023,158.97388597383255,35002.72122110894,12002.721221108943
507,35.0,48.495939675957125,173.1624474814126,305.35339816266094,299.7967067437641,299.7075239034924,296.7875783161476,148.82659600545293,148.34509399817782,154.40784496818014,154.36305693424865,150.90574850916406,150.01146235195446,158.66928920514786,158.96460075404383,34994.80040546759,11994.800405467595
508,35.0,48.50043839727812,173.1701973812391,305.35870425660914,299.7910214290613,299.70107384216175,296.7878149808914,148.83403088107684,148.34282051378707,154.4146566925099,154.3490606010936,150.90655309103056,150.00928152649468,158.66407630209204,158.98081830431659,34993.210776449705,11993.210776449705
509,35.0,48.490123922899976,173.17796491270408,305.35004428890375,299.80677701827096,299.7093918387829,296.78365400834264,148.82501858999353,148.34204603819396,154.42176915950435,154.3594265501292,150.91343936789465,150.00284044306144,158.66977663279576,158.97508363313628,35005.92782949035,12005.927829490347
510,35.0,48.490135017724874,173.17355045665659,305.36482384275934,299.8008852657615,299.7006939733426,296.78026946693865,148.83283003240825,148.33698062940502,154.41294574622816,154.3478237352708,150.90590889473557,150.001345738872,158.66089804663193,158.98244926571843,35009.183332060704,12009.183332060704
511,35.0,48.50462138972163,173.17271531503516,305.3609262580993,299.80782198220305,299.70122507290773,296.7777641421348,148.83465875077334,148.34684898341993,154.4194308448487,154.35946472452977,150.89857995695965,150.00888476081178,158.65389234987936,158.97981519610352,34999.1627765452,11999.162776545201
512,35.0,48.49551286891682,173.16467777230673,305.3499713563009,299.80537209664055,299.712762719807,296.78481262644175,148.8362293315089,148.34434209283023,154.4168944821417,154.3450158762328,150.9121312476272,149.9974969606251,158.66971852074175,158.97960777282879,35001.81968330647,12001.819683306474
513,35.0,48.500615296236965,173.17616164662445,305.36422015392856,299.792002372368,299.708824127454,296.78423736743053,148.8200273502802,148.34784499883193,154.40970194316162,154.35007096419395,150.90533506358946,149.99879616314522,158.67128747885317,158.97117992215786,35007.15445288387,12007.154452883871
514,35.0,48.49316268018827,173.17681207350043,305.35422487905254,299.80499511340804,299.70112357752834,296.7690430817115,148.82281877285226,148.3553293473835,154.4181753166912,154.34721561437684,150.91426733373183,150.00846842315556,158.66036265563557,158.96704605961972,34999.144469067076,11999.144469067078
515,35.0,48.50103044860975,173.1732675540505,305.3546904351168,299.7949899096019,299.70565549122676,296.77387231805824,148.8201217610943,148.346573430626,154.40997427216527,154.35641713895944,150.90753662612036,150.0055011720928,158.65354506583623,158.98237780996885,35009.037489536655,12009.037489536655
516,35.0,48.5045258684434,173.1667916762886,305.3526322776506,299.8076775595533,299.698026689363,296.7883915795407,148.82723167185281,148.3472352431216,154.41032221832907,154.36204401570654,150.8999721350124,150.0045078410295,158.6571605916279,158.97191779539148,35001.5150232409,12001.515023240898
517,35.0,48.50177493555552,173.16884199428395,305.35008856251113,299.8012673504923,299.70008927318844,296.77172318465404,148.8358204444648,148.35254184930204,154.40512274996763,154.3563008942663,150.9049476446605,150.01091557866113,158.65444767861092,158.9834602776571,35006.415342414024,12006.415342414026
518,35.0,48.492543137325406,173.17517372424695,305.3636326783553,299.8022038559188,299.7102709986012,296.7832568553675,148.83469853293988,148.34151562766544,154.41146156047725,154.35872766991247,150.905302744872,150.0153520624732,158.6566190434694,158.9702365159071,35008.176874368255,12008.176874368255
519,35.0,48.5020579978726,173.1635323035369,305.3624179385255,299.8053744218085,299.699071717327,296.77693596164426,148.82557289953704,148.34090670337324,154.42210123673806,154.34607810256603,150.90440299967545,150.00867362472627,158.66825771771263,158.97057715762745,35006.31047637537,12006.31047637537
520,35.0,48.50677415876693,173.16944147610766,305.3537808806655,299.7943343450851,299.7169523623623,296.78249674610186,148.83208874478146,148.34108585952094,154.41243290336982,154.35885698324213,150.90708109411682,150.00440845422156,158.6539604279813,158.97887438453077,34993.188289268975,11993.18828926898
521,35.0,48.49575216018998,173.1643391896697,305.3600418601417,299.79208528875773,299.70135265149366,296.7813990209481,148.81920401098716,148.337952684318,154.42264106970882,154.35793640212927,150.9150603580022,150.00038255654962,158.6582170903297,158.98127156981602,35002.57796878123,12002.577968781234
522,35.0,48.50783341292822,173.16129515118882,305.34819600573763,299.8066216755328,299.70032518742016,296.7806651483325,148.83816281772658,148.34604633720826,154.4131988269349,154.3626341534716,150.90963989100487,150.0034732157148,158.65761841111288,158.96653399863087,34997.9686851724,11997.968685172393
523,35.0,48.50434193970661,173.16057322261395,305.35905264528674,299.8073860697808,299.7106155347551,296.7770019297758,148.8312513601643,148.34024030751198,154.4158732693409,154.35762127151452,150.89787284500403,150.01070859917704,158.65435702049564,158.96563389757884,34991.25425904047,11991.254259040466
524,35.0,48.50984347766446,173.1708414214714,305.35578021720687,299.80036124426084,299.70638496622746,296.78316137857576,148.81940328097514,148.34959215805478,154.40830793310207,154.36318932220135,150.90147926710065,150.01541767020703,158.67077526122162,158.96725750857843,34998.480645037795,11998.480645037796
525,35.0,48.499759633567784,173.1613516483073,305.36333895362014,299.7940438775533,299.70343975390165,296.78079171877556,148.8299523643122,148.3365898351297,154.41379605866427,154.3629902161067,150.90112474691728,150.00019176238374,158.67173481185165,158.96468294545687,34995.17368133779,11995.173681337788
526,35.0,48.49054281789987,173.15833524571613,305.34787840471955,299.79855091875584,299.7043502012934,296.7822260675797,148.836293783558,148.34795700096925,154.4201318891208,154.3610899771259,150.90302876906233,150.00278572653346,158.6709711289502,158.97465380874758,35006.98076616857,12006.98076616857
527,35.0,48.507242118576336,173.17027782930313,305.3462419217091,299.79692767663425,299.71608647179414,296.78256222634064,148.83614449107242,148.35126895765774,154.42184458925618,154.3568888893022,150.9151893393924,150.01059587990304,158.66940743537896,158.9725144438352,34990.66609253093,11990.666092530933
528,35.0,48.50635937197415,173.17763873831865,305.36117466301175,299.8049760052828,299.7169348716144,296.7728907336471,148.8293407718183,148.3468966721062,154.4094443277091,154.34896849939986,150.90913352497412,150.00142401563028,158.66253950396165,158.9723965880709,35009.17965443727,12009.17965443727
529,35.0,48.49720274502768,173.15898773038023,305.36156430633724,299.79780049943923,299.70169469028065,296.7874646934041,148.82857501129806,148.33860864878002,154.41952573111038,154.36145455038266,150.9014514951529,150.00479212513838,158.65678945772683,158.97843967689852,34997.10737696944,11997.10737696944
530,35.0,48.50058417464454,173.17469157804308,305.3543959875956,299.80464992886095,299.7031049834645,296.7777397018174,148.83042210636842,148.35239237811757,154.40909431902247,154.34497466953076,150.90712957556678,150.00879132052341,158.66048201676352,158.9752739414336,34997.134137808054,11997.13413780805
531,35.0,48.50443393007308,173.17023300107508,305.3490146011637,299.8010170806904,299.7016779886403,296.7748083371996,148.83789933400783,148.35339664039512,154.41451008747833,154.35542398300723,150.9056180411603,150.01686714087776,158.6624533065078,158.97701538923639,34990.32657005367,11990.326570053674
532,35.0,48.50735175943323,173.16308275851364,305.360662570335,299.7932568036619,299.70224016556523,296.78693790427803,148.81939688098302,148.3387423075643,154.40536312154157,154.3551008260917,150.89855197582497,149.9994343568338,158.65391489521548,158.96680400148637,34993.704646504724,11993.704646504724
533,35.0,48.493430533570816,173.15986642602704,305.3618140509603,299.7960963800579,299.71572316654806,296.77110535338875,148.8293470396212,148.34312769669512,154.42258134779436,154.3611249466698,150.90303151252525,150.00398520329978,158.66335350290728,158.96537961140075,34998.02519001607,11998.025190016073
534,35.0,48.50806437070582,173.1697560393904,305.36093252265357,299.8021137804355,299.7064097339565,296.7695681306701,148.8305900189648,148.34810941995664,154.40670676322267,154.34773565816965,150.90063096655447,150.0022110601962,158.66857594378612,158.97448919829475,35008.585828346055,12008.585828346055
535,35.0,48.503985153999245,173.1607915449844,305.3601596538093,299.809740178217,299.7099396338078,296.76993059827964,148.82088134515232,148.3482461938728,154.4079304148845,154.35233158860598,150.91197966533244,149.99894069994065,158.66940403106994,158.97216772977254,34991.992298604426,11991.992298604426
536,35.0,48.49671124755994,173.17797005382695,305.3493333170846,299.79620246009944,299.7084949155457,296.7722129216049,148.8254656462053,148.3404146427694,154.41849707062602,154.3555699357346,150.9026321196486,150.0085913364372,158.65480362804064,158.96462370332245,35008.90603066958,12008.906030669581
537,35.0,48.503382197909495,173.16141466969648,305.35532778998123,299.80510425379657,299.7160255935192,296.7829846331212,148.82356626485242,148.34772612344153,154.4174327720889,154.34576966191608,150.9142182695823,149.99736229775397,158.66184393706703,158.9715830424234,35007.389770610935,12007.389770610933
538,35.0,48.49792766758103,173.17626487928703,305.35266093372866,299.8077335048385,299.7052145088932,296.7851315488107,148.8190714688919,148.34558215210666,154.41191389508427,154.36151889404115,150.9159900828933,150.00190924309683,158.67167666240255,158.97622559887134,34999.08324793815,11999.083247938152
539,35.0,48.50851924025506,173.16192455674732,305.3547468845451,299.79271664689895,299.71473377351856,296.781165327633,148.8278281160832,148.3531272487134,154.40536374715975,154.34763674108385,150.9085717400743,150.01419452696422,158.65927676136607,158.97578907000334,34996.534017635364,11996.534017635366
540,35.0,48.49467659333595,173.16902406707194,305.3503257765326,299.7984038401702,299.7076157849924,296.7819413078378,148.81972204966084,148.3405314376942,154.40689363889476,154.34603459841145,150.91064070180937,150.0162230058914,158.65427973608573,158.97877543695657,34994.65488258558,11994.65488258558
541,35.0,48.50502687375031,173.17470994233466,305.3638018874908,299.8082509113498,299.6995104831917,296.77380252292016,148.82792853925685,148.34882215872142,154.40629360157664,154.3501695540301,150.89853993724768,150.01152052186865,158.65987863957008,158.98353171500312,35002.289294129536,12002.289294129538
542,35.0,48.50451102343684,173.16768595153465,305.35970747748803,299.7915051447555,299.70019664396864,296.7717135671812,148.83189077114125,148.33735880785392,154.40993805578665,154.34817357430808,150.91245577415972,150.00340261404295,158.65377726600497,158.97982292915287,34990.66149182951,11990.66149182951
543,35.0,48.503172358245024,173.17445469613943,305.3614923755766,299.8007773396307,299.71018454577364,296.77856475361017,148.82937948878558,148.34689306044623,154.41837438655816,154.3441258348451,150.90671673822422,149.99870814478882,158.6585072272063,158.97924787993796,34990.31212128894,11990.312121288936
544,35.0,48.503826015440076,173.16814927723135,305.35718015560417,299.79209690313616,299.6979850226302,296.7800325900989,148.8226544714565,148.33885496168438,154.41472112954074,154.34723470226047,150.90827823255643,150.00782441518234,158.66566618720418,158.97738322686644,34998.57591444997,11998.575914449964
545,35.0,48.49357455041294,173.17781181676014,305.34703444978476,299.8050423370822,299.70436889227824,296.78528495735253,148.8256803084349,148.34911791818152,154.41742748325063,154.35041116826474,150.9036308497396,150.01243195193226,158.6546966268267,158.96431808173207,34991.36148147949,11991.361481479495
546,35.0,48.50168043324486,173.1761587122716,305.3539876201482,299.8012995592451,299.7059565357442,296.78264845461183,148.83046390605355,148.34675253136692,154.40860058629485,154.35679150915396,150.90670812824683,149.99856547349165,158.66906828575404,158.97263981292846,34995.03881976492,11995.038819764923
547,35.0,48.49476514575215,173.1747593530574,305.35793335471016,299.80531540894384,299.7045205180636,296.77373851027477,148.8282755457935,148.35375954784263,154.4235277347575,154.34880989662705,150.89797242801103,150.01279756036126,158.65628370118586,158.9683985816281,34994.423218306925,11994.423218306922
548,35.0,48.49238962663243,173.17166959118993,305.3617644467947,299.80862301729974,299.70016571501094,296.77546003561093,148.8381727690976,148.3554089222229,154.41220868442673,154.35136482375776,150.90929337807125,150.01015186606824,158.66923671719312,158.96579841435445,34995.06382387446,11995.063823874458
549,35.0,48.500089000574945,173.162590981615,305.3602819178998,299.796130599073,299.7078464057228,296.7789563469126,148.83136471066362,148.3505722910301,154.4153428970945,154.35920703393217,150.90206078554934,149.9970105997927,158.65611394215492,158.9705059136928,34992.621104624304,11992.621104624304
550,35.0,48.494211272623275,173.17736534216883,305.34874752940857,299.8067310435801,299.7009978920102,296.78513492369615,148.82406558270253,148.34884416992134,154.40699859538609,154.35668575536516,150.91098305021293,150.00245326377032,158.65743869761536,158.97165442654156,34990.24072445795,11990.240724457954
551,35.0,48.50511960061882,173.1727369101683,305.35979212507056,299.80294477383114,299.70792650883647,296.7869802966232,148.8240134221395,148.33652399815224,154.40946902468093,154.35396853749904,150.91585471211312,150.01390711940914,158.65632081074676,158.9696501016586,34992.309685942775,11992.309685942775
552,35.0,48.506259242794584,173.16870790896175,305.3464114928007,299.79072374090913,299.7115424170116,296.78703825421115,148.8378256177095,148.34949503538044,154.41736460887162,154.35451533217466,150.90276249861282,150.00514508927563,158.65818405932737,158.97434370636265,35002.36960519025,12002.369605190255
553,35.0,48.4983210266937,173.1638381413472,305.34524181670946,299.79232165321685,299.7116316835674,296.7760789170105,148.83453390793557,148.34362750488208,154.4096262457208,154.35184556246205,150.90024857082713,150.01453519075812,158.65938557283815,158.9768626161357,35009.48512425636,12009.485124256362
554,35.0,48.50002251786712,173.17177193263348,305.35411834360406,299.8095229293665,299.70418076585025,296.77968987841325,148.82416444207578,148.33603144075934,154.40406631381921,154.34990644454197,150.91145525471833,150.00042322837538,158.65558743362317,158.9643099156255,35009.80690003122,12009.806900031217
555,35.0,48.50152304283135,173.17734534331981,305.3537688645214,299.790622892484,299.70241329150076,296.78265153777494,148.83414213442802,148.35091327956732,154.41998980993642,154.35236588227323,150.91188485337014,150.01373460314892,158.66524674595453,158.9802688414501,34998.18108190746,11998.181081907462
556,35.0,48.495246346969004,173.16551035047468,305.3536793986867,299.80998008199714,299.6986376201408,296.7696320238971,148.8370077762919,148.35394658804663,154.41019488900181,154.35222481504687,150.90165092626341,150.0129586525384,158.65985656258965,158.98393247282578,34993.259088520936,11993.259088520932
557,35.0,48.495174881779235,173.17409842704794,305.359093153381,299.8017987263453,299.71165780277045,296.7737599383957,148.8199090632832,148.34145128246035,154.40955527925425,154.35896083301023,150.90763376210202,150.00403725886648,158.6593305858783,158.98016754149293,35002.77523514733,12002.77523514733
558,35.0,48.50901648389859,173.17124605971884,305.34737095293315,299.79536735149867,299.709074304326,296.78044387293255,148.8287477869109,148.3377632806386,154.41212221240744,154.36168366210856,150.91096548317472,150.00383880855568,158.658565023506,158.98101735684472,34999.80610693098,11999.806106930975
559,35.0,48.49402034137101,173.17278076941838,305.3530137138861,299.80462324495016,299.7126343259241,296.7887692902524,148.8326444198517,148.35360836163807,154.41647332733672,154.34570197341446,150.91443922540216,150.0155346780375,158.6568328801413,158.97733112998694,35009.78819554569,12009.788195545689
560,35.0,48.4932704841829,173.1759006183686,305.3626786685263,299.8060642517731,299.71226825480744,296.78885118470464,148.82670158660406,148.33947462210753,154.41215933261373,154.3588649805281,150.904473867008,150.00193950292945,158.66910318896416,158.9700372903444,34991.306084143034,11991.306084143036
561,35.0,48.49961978172327,173.1760045220697,305.3644489973383,299.80896813248717,299.7090304797201,296.7707825837426,148.8277904292053,148.35161544342262,154.41060312645536,154.35733880286125,150.90322611417267,150.01084773327105,158.65431750796347,158.97886424455533,35005.66468876628,12005.664688766276
562,35.0,48.509541984399355,173.17572704766587,305.3545031551278,299.7991786131831,299.70577155552934,296.7837554328289,148.82873872013667,148.34527287387502,154.41400537856282,154.3601890169167,150.89668059097218,150.01209554356038,158.6600030685268,158.96416386592782,34995.76796994663,11995.76796994663
563,35.0,48.49081752072682,173.16676885051166,305.3589073878386,299.7915484406602,299.7137088355449,296.7832881372691,148.8201776472089,148.353894749521,154.41316781978855,154.3569677632107,150.902584358585,150.0116801350973,158.65281830666575,158.97166773881892,34994.828372401535,11994.828372401531
564,35.0,48.50469315727386,173.1647762026573,305.36482045988316,299.7978745222247,299.71427878513686,296.7841736969383,148.83692579835704,148.33603202106056,154.42289609978332,154.34469656291054,150.9045513797196,150.00398483939549,158.6546947115604,158.9797419029746,35003.25009143065,12003.250091430653
565,35.0,48.50630716261365,173.1653767917895,305.3643795149009,299.7991713529771,299.7103830566185,296.7704335334539,148.8198755810366,148.3534939641675,154.41582274312896,154.3638076006113,150.91058326197074,150.0079711224017,158.6613769539774,158.97638085988166,34994.92126369982,11994.92126369982
566,35.0,48.49596628676014,173.17554244442397,305.362712877964,299.79405473962214,299.70124682682524,296.78079220821,148.8308646798915,148.3421486600484,154.411274809343,154.3578081110343,150.91598976360694,150.00071002956085,158.66662115068922,158.9809604705088,35003.31718235118,12003.317182351184
567,35.0,48.503697530775796,173.1588391340931,305.36038563968106,299.8048094153485,299.7096619686443,296.77342072307476,148.82268887115356,148.3392111993609,154.4158676475475,154.3632091687039,150.9088410502869,150.0125456791311,158.66632520900765,158.97958947608797,35000.34617034405,12000.346170344046
568,35.0,48.49677743168107,173.15997739709934,305.35142804310397,299.80055691051535,299.70362718848,296.7833617864599,148.83713960889034,148.3533997321466,154.4061633432645,154.36348960136016,150.8981315984309,150.00492404790927,158.66745372462682,158.97963841954513,34998.481779768714,11998.481779768717
569,35.0,48.49890228066408,173.16737752517787,305.35274996940194,299.79641593967017,299.6998292303502,296.77814315556543,148.82768201122744,148.34317902221224,154.41344486940818,154.35772514914305,150.91198185920962,150.00115139070235,158.66851927188148,158.97244874415358,35001.09375617323,12001.093756173228
570,35.0,48.50415131469524,173.16096746171056,305.34800973291004,299.80005397175177,299.716033869441,296.77526860244313,148.8367019603458,148.3417503748207,154.42223317244296,154.36009357831801,150.9124921234844,150.0040352554596,158.67092482334326,158.9770825389034,34995.74103039839,11995.741030398392
571,35.0,48.49901491383876,173.1653200877894,305.35042676536045,299.79218230550816,299.706255707651,296.7735949389444,148.83227048512555,148.33664922771737,154.41454219133323,154.34489589303013,150.90033788946624,150.014236733868,158.66419471129564,158.96726972630216,35004.13149412546,12004.13149412546
572,35.0,48.49491628216485,173.17070609064447,305.3459838489157,299.7908687971631,299.70461867129006,296.77253280189655,148.8310125219148,148.3465243058673,154.40424571394405,154.36355407551355,150.9048297731562,150.00110240808766,158.67195021919517,158.96910864703491,34998.297137386675,11998.297137386671
573,35.0,48.49337811481096,173.16246430470582,305.36362923112296,299.804572716279,299.71301485996946,296.7732525502423,148.82801835655883,148.33988619356896,154.41492647304466,154.35469665805044,150.8996526351801,150.00009998563817,158.66940665919248,158.9806467032622,34997.21091120972,11997.210911209719
574,35.0,48.4938919586828,173.16435006678765,305.34647767793786,299.8044966886646,299.7143039898718,296.7875700822998,148.82117530124253,148.34377559749808,154.40673048775005,154.35965429978097,150.9058035355094,150.01699127090208,158.66333115620986,158.96731057522817,35006.57313829112,12006.573138291114
575,35.0,48.49618251985201,173.16493938371505,305.35870435957816,299.79724428812705,299.70372807189057,296.7725387470625,148.83182472333388,148.34201553167097,154.42120735612974,154.3562815465587,150.90072512247798,150.01345664833576,158.66217809777643,158.97320625066683,35008.49933823906,12008.499338239064
576,35.0,48.504608468075766,173.17677650656142,305.3473858361193,299.79871601628986,299.7027475520904,296.7763567535391,148.82868794981397,148.34660256917363,154.416011593665,154.3554236084335,150.90221347240035,150.0158394009877,158.6583655281008,158.97849688002097,34990.920146217744,11990.920146217746
577,35.0,48.498633040939964,173.17492539893414,305.34635278882126,299.8060916875731,299.70316180734187,296.7812914322859,148.8386310768519,148.34980849608,154.4053593329754,154.35596273403183,150.8977112148423,150.00259767127577,158.65900320495433,158.97832070101836,34994.652539856594,11994.652539856595
578,35.0,48.50301858949567,173.174780577192,305.3618971720816,299.79479181332226,299.71243302150214,296.7736853517679,148.82351423535587,148.33825074889992,154.4121741595229,154.35174148977617,150.91066273720728,150.01696625264887,158.67142070318758,158.9682999074517,34996.970387389854,11996.97038738985
579,35.0,48.496132426006845,173.15927739572328,305.36194782059994,299.79920699474377,299.6988013148783,296.77213356560355,148.8304306684335,148.3468001472204,154.42309948509853,154.3452858983249,150.90447116411275,150.0036606635891,158.670378979504,158.98207658672132,35006.299329587404,12006.299329587406
